geography,year,period,survey,retrieved_utc,source,variables,raw_md5
county,2024,2020-2024,acs5,2026-09-07 21:46:46 UTC,https://api.census.gov/data/2024/acs/acs5,B10050_002;B10050_003;B10050_004;B10050_005;B10050_006;B10050_007;B10050_008;B10050_009,174536d2e13675dddc5fc236dc8813b0
