geography,year,period,survey,retrieved_utc,source,variables,raw_md5
us,2024,2020-2024,acs5,2026-09-07 21:46:45 UTC,https://api.census.gov/data/2024/acs/acs5,B10050_002;B10050_003;B10050_004;B10050_005;B10050_006;B10050_007;B10050_008;B10050_009,c728f76379b965616df13434c42b3c02
