geography,year,period,survey,retrieved_utc,source,variables,raw_md5
place,2024,2020-2024,acs5,2026-09-07 21:46:49 UTC,https://api.census.gov/data/2024/acs/acs5,B01003_001;B10050_002;B10050_003;B10050_004;B10050_005;B10050_006;B10050_007;B10050_008;B10050_009,a7a1a79816eddc825d202d8745f3f510
