geoid,name,variable,estimate,moe
72133,"Santa Isabel Municipio, Puerto Rico",three_or_four_years,0,24
72133,"Santa Isabel Municipio, Puerto Rico",five_plus_years,46,70
72133,"Santa Isabel Municipio, Puerto Rico",not_responsible,196,151
72135,"Toa Alta Municipio, Puerto Rico",coresident_grandparents_total,1445,378
72135,"Toa Alta Municipio, Puerto Rico",responsible_total,435,227
72135,"Toa Alta Municipio, Puerto Rico",less_than_six_months,25,40
72135,"Toa Alta Municipio, Puerto Rico",six_to_eleven_months,29,45
72135,"Toa Alta Municipio, Puerto Rico",one_or_two_years,90,66
72135,"Toa Alta Municipio, Puerto Rico",three_or_four_years,20,33
72135,"Toa Alta Municipio, Puerto Rico",five_plus_years,271,189
72135,"Toa Alta Municipio, Puerto Rico",not_responsible,1010,308
72137,"Toa Baja Municipio, Puerto Rico",coresident_grandparents_total,1982,402
72137,"Toa Baja Municipio, Puerto Rico",responsible_total,1095,303
72137,"Toa Baja Municipio, Puerto Rico",less_than_six_months,95,77
72137,"Toa Baja Municipio, Puerto Rico",six_to_eleven_months,133,101
72137,"Toa Baja Municipio, Puerto Rico",one_or_two_years,181,113
72137,"Toa Baja Municipio, Puerto Rico",three_or_four_years,90,77
72137,"Toa Baja Municipio, Puerto Rico",five_plus_years,596,234
72137,"Toa Baja Municipio, Puerto Rico",not_responsible,887,237
72139,"Trujillo Alto Municipio, Puerto Rico",coresident_grandparents_total,1058,270
72139,"Trujillo Alto Municipio, Puerto Rico",responsible_total,506,176
72139,"Trujillo Alto Municipio, Puerto Rico",less_than_six_months,74,86
72139,"Trujillo Alto Municipio, Puerto Rico",six_to_eleven_months,17,27
72139,"Trujillo Alto Municipio, Puerto Rico",one_or_two_years,106,97
72139,"Trujillo Alto Municipio, Puerto Rico",three_or_four_years,69,89
72139,"Trujillo Alto Municipio, Puerto Rico",five_plus_years,240,121
72139,"Trujillo Alto Municipio, Puerto Rico",not_responsible,552,205
72141,"Utuado Municipio, Puerto Rico",coresident_grandparents_total,460,196
72141,"Utuado Municipio, Puerto Rico",responsible_total,110,81
72141,"Utuado Municipio, Puerto Rico",less_than_six_months,9,14
72141,"Utuado Municipio, Puerto Rico",six_to_eleven_months,0,29
72141,"Utuado Municipio, Puerto Rico",one_or_two_years,13,20
72141,"Utuado Municipio, Puerto Rico",three_or_four_years,0,29
72141,"Utuado Municipio, Puerto Rico",five_plus_years,88,78
72141,"Utuado Municipio, Puerto Rico",not_responsible,350,167
72143,"Vega Alta Municipio, Puerto Rico",coresident_grandparents_total,729,268
72143,"Vega Alta Municipio, Puerto Rico",responsible_total,255,164
72143,"Vega Alta Municipio, Puerto Rico",less_than_six_months,0,33
72143,"Vega Alta Municipio, Puerto Rico",six_to_eleven_months,0,33
72143,"Vega Alta Municipio, Puerto Rico",one_or_two_years,0,33
72143,"Vega Alta Municipio, Puerto Rico",three_or_four_years,21,33
72143,"Vega Alta Municipio, Puerto Rico",five_plus_years,234,162
72143,"Vega Alta Municipio, Puerto Rico",not_responsible,474,210
72145,"Vega Baja Municipio, Puerto Rico",coresident_grandparents_total,943,287
72145,"Vega Baja Municipio, Puerto Rico",responsible_total,290,134
72145,"Vega Baja Municipio, Puerto Rico",less_than_six_months,0,36
72145,"Vega Baja Municipio, Puerto Rico",six_to_eleven_months,55,77
72145,"Vega Baja Municipio, Puerto Rico",one_or_two_years,108,98
72145,"Vega Baja Municipio, Puerto Rico",three_or_four_years,16,25
72145,"Vega Baja Municipio, Puerto Rico",five_plus_years,111,94
72145,"Vega Baja Municipio, Puerto Rico",not_responsible,653,259
72147,"Vieques Municipio, Puerto Rico",coresident_grandparents_total,104,98
72147,"Vieques Municipio, Puerto Rico",responsible_total,57,89
72147,"Vieques Municipio, Puerto Rico",less_than_six_months,0,22
72147,"Vieques Municipio, Puerto Rico",six_to_eleven_months,0,22
72147,"Vieques Municipio, Puerto Rico",one_or_two_years,0,22
72147,"Vieques Municipio, Puerto Rico",three_or_four_years,0,22
72147,"Vieques Municipio, Puerto Rico",five_plus_years,57,89
72147,"Vieques Municipio, Puerto Rico",not_responsible,47,45
72149,"Villalba Municipio, Puerto Rico",coresident_grandparents_total,494,220
72149,"Villalba Municipio, Puerto Rico",responsible_total,106,68
72149,"Villalba Municipio, Puerto Rico",less_than_six_months,0,29
72149,"Villalba Municipio, Puerto Rico",six_to_eleven_months,0,29
72149,"Villalba Municipio, Puerto Rico",one_or_two_years,0,29
72149,"Villalba Municipio, Puerto Rico",three_or_four_years,40,42
72149,"Villalba Municipio, Puerto Rico",five_plus_years,66,53
72149,"Villalba Municipio, Puerto Rico",not_responsible,388,213
72151,"Yabucoa Municipio, Puerto Rico",coresident_grandparents_total,693,212
72151,"Yabucoa Municipio, Puerto Rico",responsible_total,316,128
72151,"Yabucoa Municipio, Puerto Rico",less_than_six_months,39,38
72151,"Yabucoa Municipio, Puerto Rico",six_to_eleven_months,17,21
72151,"Yabucoa Municipio, Puerto Rico",one_or_two_years,71,66
72151,"Yabucoa Municipio, Puerto Rico",three_or_four_years,22,35
72151,"Yabucoa Municipio, Puerto Rico",five_plus_years,167,115
72151,"Yabucoa Municipio, Puerto Rico",not_responsible,377,160
72153,"Yauco Municipio, Puerto Rico",coresident_grandparents_total,494,187
72153,"Yauco Municipio, Puerto Rico",responsible_total,92,56
72153,"Yauco Municipio, Puerto Rico",less_than_six_months,0,33
72153,"Yauco Municipio, Puerto Rico",six_to_eleven_months,0,33
72153,"Yauco Municipio, Puerto Rico",one_or_two_years,16,27
72153,"Yauco Municipio, Puerto Rico",three_or_four_years,23,26
72153,"Yauco Municipio, Puerto Rico",five_plus_years,53,43
72153,"Yauco Municipio, Puerto Rico",not_responsible,402,172
