geoid,name,variable,estimate,moe
7212441,"Candelaria comunidad, Puerto Rico",responsible_total,244,129
7212560,"Candelaria Arenas comunidad, Puerto Rico",responsible_total,110,91
7212568,"Candelero Abajo comunidad, Puerto Rico",responsible_total,0,15
7212613,"Candelero Arriba comunidad, Puerto Rico",responsible_total,0,15
7212806,"Caño Martin Peña comunidad, Puerto Rico",responsible_total,109,67
7212828,"Canóvanas zona urbana, Puerto Rico",responsible_total,48,63
7213065,"Canovanillas comunidad, Puerto Rico",responsible_total,0,15
7213925,"Capitanejo comunidad, Puerto Rico",responsible_total,0,15
7214290,"Carolina zona urbana, Puerto Rico",responsible_total,767,275
7214634,"Carrizales comunidad, Puerto Rico",responsible_total,0,15
7215193,"Cataño zona urbana, Puerto Rico",responsible_total,149,101
7215494,"Cayey zona urbana, Puerto Rico",responsible_total,140,87
7215623,"Cayuco comunidad, Puerto Rico",responsible_total,36,59
7215924,"Ceiba zona urbana, Puerto Rico",responsible_total,35,53
7216139,"Ceiba comunidad, Puerto Rico",responsible_total,42,73
7216440,"Celada comunidad, Puerto Rico",responsible_total,68,79
7216526,"Central Aguirre comunidad, Puerto Rico",responsible_total,0,15
7217050,"Cerrillos Hoyos comunidad, Puerto Rico",responsible_total,0,15
7217773,"Ciales zona urbana, Puerto Rico",responsible_total,63,98
7218074,"Cidra zona urbana, Puerto Rico",responsible_total,42,41
7218719,"Coamo zona urbana, Puerto Rico",responsible_total,18,28
7218891,"Coco comunidad, Puerto Rico",responsible_total,27,45
7219665,"Comerío zona urbana, Puerto Rico",responsible_total,44,48
7219837,"Comunas comunidad, Puerto Rico",responsible_total,0,15
7220310,"Coquí comunidad, Puerto Rico",responsible_total,0,15
7220353,"Corazón comunidad, Puerto Rico",responsible_total,0,15
7220482,"Corcovado comunidad, Puerto Rico",responsible_total,142,145
7220783,"Corozal zona urbana, Puerto Rico",responsible_total,196,152
7220998,"Corral Viejo comunidad, Puerto Rico",responsible_total,0,15
7221213,"Coto Laurel comunidad, Puerto Rico",responsible_total,0,15
7221385,"Coto Norte comunidad, Puerto Rico",responsible_total,0,15
7222589,"Culebra zona urbana, Puerto Rico",responsible_total,8,12
7223062,"Daguao comunidad, Puerto Rico",responsible_total,71,106
7223341,"Del Carmen comunidad, Puerto Rico",responsible_total,0,15
7224008,"Dorado zona urbana, Puerto Rico",responsible_total,127,95
7224395,"Duque comunidad, Puerto Rico",responsible_total,0,15
7224954,"El Combate comunidad, Puerto Rico",responsible_total,0,15
7225556,"El Mangó comunidad, Puerto Rico",responsible_total,0,15
7225685,"El Negro comunidad, Puerto Rico",responsible_total,0,15
7225771,"El Ojo comunidad, Puerto Rico",responsible_total,27,46
7225835,"El Paraiso comunidad, Puerto Rico",responsible_total,0,15
7226287,"El Tumbao comunidad, Puerto Rico",responsible_total,8,13
7226362,"El Veintiséis comunidad, Puerto Rico",responsible_total,0,15
7226502,"Emajagua comunidad, Puerto Rico",responsible_total,47,57
7227190,"Esperanza comunidad, Puerto Rico",responsible_total,0,15
7227263,"Espino comunidad, Puerto Rico",responsible_total,0,15
7227964,"Fajardo zona urbana, Puerto Rico",responsible_total,147,85
7228367,"Ferrer comunidad, Puerto Rico",responsible_total,0,15
7228824,"Florida zona urbana, Puerto Rico",responsible_total,0,15
7229555,"Fránquez comunidad, Puerto Rico",responsible_total,0,15
7229682,"Frontón comunidad, Puerto Rico",responsible_total,44,73
7229727,"Fuig comunidad, Puerto Rico",responsible_total,0,15
7229813,"Galateo comunidad, Puerto Rico",responsible_total,20,32
7230372,"Garrochales comunidad, Puerto Rico",responsible_total,18,30
7230544,"G. L. García comunidad, Puerto Rico",responsible_total,99,115
7231189,"Guánica zona urbana, Puerto Rico",responsible_total,73,63
7231877,"Guayabal comunidad, Puerto Rico",responsible_total,23,38
7232221,"Guayama zona urbana, Puerto Rico",responsible_total,104,72
7232307,"Guayanilla zona urbana, Puerto Rico",responsible_total,0,15
7232522,"Guaynabo zona urbana, Puerto Rico",responsible_total,268,142
7232823,"Gurabo zona urbana, Puerto Rico",responsible_total,34,44
7233184,"Hacienda San José comunidad, Puerto Rico",responsible_total,0,15
7233296,"Hatillo zona urbana, Puerto Rico",responsible_total,99,86
7233597,"Hato Arriba comunidad, Puerto Rico",responsible_total,0,15
7233683,"Hato Candal comunidad, Puerto Rico",responsible_total,21,34
7234242,"Hato Viejo comunidad, Puerto Rico",responsible_total,0,15
7234914,"Honduras comunidad, Puerto Rico",responsible_total,0,15
7235059,"Hormigueros zona urbana, Puerto Rico",responsible_total,76,89
7235403,"H. Rivera Colón comunidad, Puerto Rico",responsible_total,0,15
7235532,"Humacao zona urbana, Puerto Rico",responsible_total,183,167
7235962,"Imbéry comunidad, Puerto Rico",responsible_total,32,54
7236177,"Indios comunidad, Puerto Rico",responsible_total,28,46
7236263,"Ingenio comunidad, Puerto Rico",responsible_total,40,46
7236478,"Isabela zona urbana, Puerto Rico",responsible_total,9,14
7236779,"Isleta comunidad, Puerto Rico",responsible_total,0,15
7237166,"Jagual comunidad, Puerto Rico",responsible_total,0,15
7237336,"Jaguas comunidad, Puerto Rico",responsible_total,0,15
7238241,"Jauca comunidad, Puerto Rico",responsible_total,0,15
7238370,"Jayuya zona urbana, Puerto Rico",responsible_total,31,34
7238671,"Jobos comunidad, Puerto Rico",responsible_total,0,15
7238972,"Juana Díaz zona urbana, Puerto Rico",responsible_total,23,25
7239470,"Juncal comunidad, Puerto Rico",responsible_total,0,15
7239574,"Juncos zona urbana, Puerto Rico",responsible_total,87,57
7239875,"La Alianza comunidad, Puerto Rico",responsible_total,0,15
7240348,"La Dolores comunidad, Puerto Rico",responsible_total,0,15
7240563,"La Fermina comunidad, Puerto Rico",responsible_total,35,52
7240950,"Lajas zona urbana, Puerto Rico",responsible_total,0,15
7241274,"La Liga comunidad, Puerto Rico",responsible_total,0,15
7241294,"La Luisa comunidad, Puerto Rico",responsible_total,20,33
7241466,"Lamboglia comunidad, Puerto Rico",responsible_total,0,15
7241767,"La Parguera comunidad, Puerto Rico",responsible_total,34,53
7241810,"La Pica comunidad, Puerto Rico",responsible_total,0,15
7242068,"La Playa comunidad, Puerto Rico",responsible_total,68,86
7242197,"La Plena comunidad, Puerto Rico",responsible_total,0,15
7242498,"Lares zona urbana, Puerto Rico",responsible_total,70,77
7242842,"Las Carolinas comunidad, Puerto Rico",responsible_total,0,15
7243057,"Las Croabas comunidad, Puerto Rico",responsible_total,0,15
7243294,"Las Gaviotas comunidad, Puerto Rico",responsible_total,18,30
7243702,"Las Marías comunidad, Puerto Rico",responsible_total,0,15
7243788,"Las Marías zona urbana, Puerto Rico",responsible_total,0,15
7244003,"Las Ochenta comunidad, Puerto Rico",responsible_total,28,31
7244089,"Las Ollas comunidad, Puerto Rico",responsible_total,0,15
7244390,"Las Piedras zona urbana, Puerto Rico",responsible_total,0,22
7244507,"Lassalle comunidad, Puerto Rico",responsible_total,0,15
7245170,"La Yuca comunidad, Puerto Rico",responsible_total,0,15
7245379,"Liborio Negrón Torres comunidad, Puerto Rico",responsible_total,0,15
7246282,"Lluveras comunidad, Puerto Rico",responsible_total,0,15
7246368,"Loíza zona urbana, Puerto Rico",responsible_total,0,15
7246626,"Lomas comunidad, Puerto Rico",responsible_total,0,15
7246800,"Lomas Verdes comunidad, Puerto Rico",responsible_total,0,15
7246960,"Los Héroes comunidad, Puerto Rico",responsible_total,0,15
7247013,"Los Llanos comunidad, Puerto Rico",responsible_total,59,72
7247336,"Los Panes comunidad, Puerto Rico",responsible_total,0,15
7247422,"Los Prados comunidad, Puerto Rico",responsible_total,0,15
7247615,"Luis Lloréns Torres comunidad, Puerto Rico",responsible_total,0,15
7247701,"Luis M. Cintrón comunidad, Puerto Rico",responsible_total,0,15
7247787,"Luquillo zona urbana, Puerto Rico",responsible_total,57,67
7247873,"Luyando comunidad, Puerto Rico",responsible_total,16,26
7248604,"Magas Arriba comunidad, Puerto Rico",responsible_total,0,15
7248862,"Maguayo comunidad, Puerto Rico",responsible_total,0,15
7250152,"Manatí zona urbana, Puerto Rico",responsible_total,72,62
7250260,"Mansión del Mar comunidad, Puerto Rico",responsible_total,309,149
7250270,"Mansión del Sol comunidad, Puerto Rico",responsible_total,0,15
7250754,"María Antonia comunidad, Puerto Rico",responsible_total,0,15
7251055,"Mariano Colón comunidad, Puerto Rico",responsible_total,64,77
7251270,"Maricao zona urbana, Puerto Rico",responsible_total,0,15
7251657,"Martorell comunidad, Puerto Rico",responsible_total,0,15
7251700,"Marueño comunidad, Puerto Rico",responsible_total,0,15
7252345,"Maunabo zona urbana, Puerto Rico",responsible_total,0,15
7252431,"Mayagüez zona urbana, Puerto Rico",responsible_total,270,167
7253678,"Miranda comunidad, Puerto Rico",responsible_total,0,15
7253807,"Moca zona urbana, Puerto Rico",responsible_total,0,15
7253979,"Monserrate comunidad, Puerto Rico",responsible_total,37,59
7254366,"Monte Grande comunidad, Puerto Rico",responsible_total,0,15
7254688,"Monte Verde comunidad, Puerto Rico",responsible_total,0,15
7254882,"Mora comunidad, Puerto Rico",responsible_total,0,15
7255097,"Morovis zona urbana, Puerto Rico",responsible_total,0,15
7255355,"Mucarabones comunidad, Puerto Rico",responsible_total,0,15
7255828,"Naguabo zona urbana, Puerto Rico",responsible_total,48,79
7256129,"Naranjito zona urbana, Puerto Rico",responsible_total,0,15
7257075,"Olimpo comunidad, Puerto Rico",responsible_total,24,41
7257290,"Orocovis zona urbana, Puerto Rico",responsible_total,0,15
7257612,"Pabellones comunidad, Puerto Rico",responsible_total,0,15
7257806,"Pájaros comunidad, Puerto Rico",responsible_total,131,144
7257862,"Pajonal comunidad, Puerto Rico",responsible_total,0,15
7257978,"Palmarejo comunidad (Coamo Municipio), Puerto Rico",responsible_total,0,15
7258064,"Palmarejo comunidad (Corozal Municipio), Puerto Rico",responsible_total,29,44
7258150,"Palmarejo comunidad (Lajas Municipio), Puerto Rico",responsible_total,66,103
7258365,"Palmas comunidad, Puerto Rico",responsible_total,0,15
7258602,"Palmas del Mar comunidad, Puerto Rico",responsible_total,0,15
7258613,"Palma Sola comunidad, Puerto Rico",responsible_total,0,15
7258666,"Palmer comunidad, Puerto Rico",responsible_total,0,15
7258967,"Palomas comunidad (Comerío Municipio), Puerto Rico",responsible_total,64,104
7259053,"Palomas comunidad (Yauco Municipio), Puerto Rico",responsible_total,0,15
7259139,"Palo Seco comunidad, Puerto Rico",responsible_total,0,15
7259386,"Parcelas de Navarro comunidad, Puerto Rico",responsible_total,0,15
7259420,"Parcelas La Milagrosa comunidad, Puerto Rico",responsible_total,0,15
7259422,"Parcelas Mandry comunidad, Puerto Rico",responsible_total,0,15
7259425,"Parcelas Nuevas comunidad, Puerto Rico",responsible_total,0,15
7259440,"Parcelas Peñuelas comunidad, Puerto Rico",responsible_total,0,15
7259450,"Parcelas Viejas Borinquen comunidad, Puerto Rico",responsible_total,0,15
7260257,"Pastos comunidad, Puerto Rico",responsible_total,0,15
7260472,"Patillas zona urbana, Puerto Rico",responsible_total,38,60
7260945,"Peña Pobre comunidad, Puerto Rico",responsible_total,40,65
7261074,"Peñuelas zona urbana, Puerto Rico",responsible_total,13,14
7261545,"Piedra Aguza comunidad, Puerto Rico",responsible_total,0,15
7261590,"Piedra Gorda comunidad, Puerto Rico",responsible_total,0,15
7261977,"Piñas comunidad, Puerto Rico",responsible_total,0,15
7263310,"Playa Fortuna comunidad, Puerto Rico",responsible_total,0,15
7263503,"Playita comunidad (Salinas Municipio), Puerto Rico",responsible_total,10,16
7263525,"Playita comunidad (Yabucoa Municipio), Puerto Rico",responsible_total,24,37
7263568,"Playita Cortada comunidad, Puerto Rico",responsible_total,0,15
7263697,"Pole Ojea comunidad, Puerto Rico",responsible_total,80,88
7263820,"Ponce zona urbana, Puerto Rico",responsible_total,551,206
7264127,"Potala Pastillo comunidad, Puerto Rico",responsible_total,0,15
7264400,"Pueblito del Carmen comunidad, Puerto Rico",responsible_total,0,15
7264500,"Pueblito del Río comunidad, Puerto Rico",responsible_total,0,15
7265589,"Puerto Real comunidad, Puerto Rico",responsible_total,39,63
7266492,"Punta Santiago comunidad, Puerto Rico",responsible_total,71,67
7266660,"Quebrada comunidad, Puerto Rico",responsible_total,0,15
7267200,"Quebrada del Agua comunidad, Puerto Rico",responsible_total,0,15
7267675,"Quebrada Prieta comunidad, Puerto Rico",responsible_total,0,15
7268040,"Quebradillas zona urbana, Puerto Rico",responsible_total,0,22
7268513,"Rafael Capó comunidad, Puerto Rico",responsible_total,0,15
7268556,"Rafael González comunidad, Puerto Rico",responsible_total,0,15
7268599,"Rafael Hernández comunidad, Puerto Rico",responsible_total,0,15
7268771,"Ramos comunidad, Puerto Rico",responsible_total,0,15
7269488,"Rincón comunidad, Puerto Rico",responsible_total,0,15
7269588,"Rincón zona urbana, Puerto Rico",responsible_total,0,15
7270448,"Río Blanco comunidad, Puerto Rico",responsible_total,72,123
7270706,"Río Cañas Abajo comunidad, Puerto Rico",responsible_total,0,15
7271136,"Río Grande zona urbana, Puerto Rico",responsible_total,223,179
7271437,"Río Lajas comunidad, Puerto Rico",responsible_total,0,15
7271996,"Rodríguez Hevia comunidad, Puerto Rico",responsible_total,0,15
7272555,"Rosa Sánchez comunidad, Puerto Rico",responsible_total,16,28
7273200,"Sabana comunidad, Puerto Rico",responsible_total,0,15
7273372,"Sabana Eneas comunidad, Puerto Rico",responsible_total,115,127
7273544,"Sabana Grande zona urbana, Puerto Rico",responsible_total,89,78
7273716,"Sabana Hoyos comunidad, Puerto Rico",responsible_total,0,15
7274189,"Sabana Seca comunidad, Puerto Rico",responsible_total,139,135
7274877,"Salinas zona urbana, Puerto Rico",responsible_total,66,43
7275608,"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",responsible_total,0,15
7275694,"San Antonio comunidad (Dorado Municipio), Puerto Rico",responsible_total,60,71
7275780,"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",responsible_total,66,101
7276167,"San Germán zona urbana, Puerto Rico",responsible_total,101,101
7276339,"San Isidro comunidad, Puerto Rico",responsible_total,54,53
7276683,"San José comunidad, Puerto Rico",responsible_total,29,33
7276770,"San Juan zona urbana, Puerto Rico",responsible_total,1525,366
7277027,"San Lorenzo zona urbana, Puerto Rico",responsible_total,9,15
7277500,"San Sebastián zona urbana, Puerto Rico",responsible_total,159,121
7277672,"Santa Bárbara comunidad, Puerto Rico",responsible_total,40,65
7277826,"Santa Clara comunidad, Puerto Rico",responsible_total,0,15
7278145,"Santa Isabel zona urbana, Puerto Rico",responsible_total,0,22
7278317,"Santa María comunidad, Puerto Rico",responsible_total,0,15
7279564,"Santo Domingo comunidad, Puerto Rico",responsible_total,0,15
7280596,"Stella comunidad, Puerto Rico",responsible_total,0,15
7280639,"Suárez comunidad, Puerto Rico",responsible_total,0,15
7281413,"Tallaboa comunidad, Puerto Rico",responsible_total,6,10
7281456,"Tallaboa Alta comunidad, Puerto Rico",responsible_total,18,28
7282055,"Tibes comunidad, Puerto Rico",responsible_total,0,15
7282125,"Tiburones comunidad, Puerto Rico",responsible_total,0,15
7282187,"Tierras Nuevas Poniente comunidad, Puerto Rico",responsible_total,30,49
7282488,"Toa Alta zona urbana, Puerto Rico",responsible_total,0,15
7282617,"Toa Baja zona urbana, Puerto Rico",responsible_total,10,15
7282692,"Toaville comunidad, Puerto Rico",responsible_total,0,15
7282875,"Tomás de Castro comunidad, Puerto Rico",responsible_total,0,15
7283606,"Trujillo Alto zona urbana, Puerto Rico",responsible_total,380,160
7284509,"Utuado zona urbana, Puerto Rico",responsible_total,57,50
7284917,"Valle Hill comunidad, Puerto Rico",responsible_total,0,15
7285025,"Vayas comunidad, Puerto Rico",responsible_total,0,15
7285111,"Vázquez comunidad, Puerto Rico",responsible_total,0,15
7285197,"Vega Alta zona urbana, Puerto Rico",responsible_total,140,110
7285326,"Vega Baja zona urbana, Puerto Rico",responsible_total,136,106
7285971,"Vieques comunidad, Puerto Rico",responsible_total,75,70
7286014,"Vieques zona urbana, Puerto Rico",responsible_total,0,15
7286250,"Villa Calma comunidad, Puerto Rico",responsible_total,71,80
7286509,"Villa de Sabana comunidad, Puerto Rico",responsible_total,0,15
7286584,"Villa Esperanza comunidad, Puerto Rico",responsible_total,0,15
7286788,"Villa Hugo I comunidad, Puerto Rico",responsible_total,47,47
7286796,"Villa Hugo II comunidad, Puerto Rico",responsible_total,0,15
7286831,"Villalba zona urbana, Puerto Rico",responsible_total,38,31
7287240,"Villa Quintero comunidad, Puerto Rico",responsible_total,0,15
7287272,"Villas del Sol comunidad, Puerto Rico",responsible_total,0,15
7287282,"Villa Sin Miedo comunidad, Puerto Rico",responsible_total,0,15
7287638,"Voladoras comunidad, Puerto Rico",responsible_total,0,15
7287863,"Yabucoa zona urbana, Puerto Rico",responsible_total,121,71
7288035,"Yauco zona urbana, Puerto Rico",responsible_total,45,36
7288121,"Yaurel comunidad, Puerto Rico",responsible_total,0,15
7288293,"Yeguada comunidad, Puerto Rico",responsible_total,0,15
7200186,"Aceitunas comunidad, Puerto Rico",less_than_six_months,0,15
7200358,"Adjuntas zona urbana, Puerto Rico",less_than_six_months,0,15
7200616,"Aguada zona urbana, Puerto Rico",less_than_six_months,0,15
7200745,"Aguadilla zona urbana, Puerto Rico",less_than_six_months,0,24
7200874,"Aguas Buenas zona urbana, Puerto Rico",less_than_six_months,0,15
7201003,"Aguas Claras comunidad, Puerto Rico",less_than_six_months,0,15
7201089,"Aguilita comunidad, Puerto Rico",less_than_six_months,0,15
7201218,"Aibonito zona urbana, Puerto Rico",less_than_six_months,0,22
7201863,"Alianza comunidad, Puerto Rico",less_than_six_months,0,15
7202680,"Añasco zona urbana, Puerto Rico",less_than_six_months,0,15
7203024,"Animas comunidad, Puerto Rico",less_than_six_months,0,15
7203174,"Anon Raices comunidad, Puerto Rico",less_than_six_months,0,15
7203196,"Antón Ruíz comunidad, Puerto Rico",less_than_six_months,0,15
7203368,"Arecibo zona urbana, Puerto Rico",less_than_six_months,30,49
7203927,"Arroyo zona urbana, Puerto Rico",less_than_six_months,0,22
7204620,"Bairoa La Veinticinco comunidad, Puerto Rico",less_than_six_months,0,15
7204658,"Bajadero comunidad, Puerto Rico",less_than_six_months,0,15
7204701,"Bajandas comunidad, Puerto Rico",less_than_six_months,0,15
7205217,"Barahona comunidad, Puerto Rico",less_than_six_months,0,15
7205346,"Barceloneta zona urbana, Puerto Rico",less_than_six_months,0,15
7205690,"Barranquitas zona urbana, Puerto Rico",less_than_six_months,0,15
7206421,"Bartolo comunidad, Puerto Rico",less_than_six_months,0,15
7206593,"Bayamón zona urbana, Puerto Rico",less_than_six_months,77,63
7206679,"Bayamón comunidad, Puerto Rico",less_than_six_months,0,15
7207496,"Benítez comunidad, Puerto Rico",less_than_six_months,0,15
7207668,"Betances comunidad, Puerto Rico",less_than_six_months,0,15
7207969,"Boquerón comunidad (Cabo Rojo Municipio), Puerto Rico",less_than_six_months,0,15
7208099,"Boquerón comunidad (Las Piedras Municipio), Puerto Rico",less_than_six_months,0,15
7208700,"Breñas comunidad, Puerto Rico",less_than_six_months,0,15
7208722,"Brisas del Campanero comunidad, Puerto Rico",less_than_six_months,0,15
7209087,"Buena Vista comunidad (Arroyo Municipio), Puerto Rico",less_than_six_months,0,15
7209250,"Buena Vista comunidad (Humacao Municipio), Puerto Rico",less_than_six_months,0,15
7209603,"Búfalo comunidad, Puerto Rico",less_than_six_months,0,15
7209689,"Cabán comunidad, Puerto Rico",less_than_six_months,0,15
7209861,"Cabo Rojo zona urbana, Puerto Rico",less_than_six_months,0,22
7210048,"Cacao comunidad, Puerto Rico",less_than_six_months,0,15
7210334,"Caguas zona urbana, Puerto Rico",less_than_six_months,0,36
7211151,"Calzada comunidad, Puerto Rico",less_than_six_months,0,15
7211345,"Cambalache comunidad, Puerto Rico",less_than_six_months,0,15
7211581,"Campanilla comunidad, Puerto Rico",less_than_six_months,0,15
7211597,"Campanillas comunidad, Puerto Rico",less_than_six_months,0,15
7211710,"Campo Rico comunidad, Puerto Rico",less_than_six_months,0,15
7211925,"Camuy zona urbana, Puerto Rico",less_than_six_months,0,15
7212441,"Candelaria comunidad, Puerto Rico",less_than_six_months,26,41
7212560,"Candelaria Arenas comunidad, Puerto Rico",less_than_six_months,25,41
7212568,"Candelero Abajo comunidad, Puerto Rico",less_than_six_months,0,15
7212613,"Candelero Arriba comunidad, Puerto Rico",less_than_six_months,0,15
7212806,"Caño Martin Peña comunidad, Puerto Rico",less_than_six_months,7,10
7212828,"Canóvanas zona urbana, Puerto Rico",less_than_six_months,0,24
7213065,"Canovanillas comunidad, Puerto Rico",less_than_six_months,0,15
7213925,"Capitanejo comunidad, Puerto Rico",less_than_six_months,0,15
7214290,"Carolina zona urbana, Puerto Rico",less_than_six_months,70,82
7214634,"Carrizales comunidad, Puerto Rico",less_than_six_months,0,15
7215193,"Cataño zona urbana, Puerto Rico",less_than_six_months,81,90
7215494,"Cayey zona urbana, Puerto Rico",less_than_six_months,18,22
7215623,"Cayuco comunidad, Puerto Rico",less_than_six_months,0,15
7215924,"Ceiba zona urbana, Puerto Rico",less_than_six_months,0,15
7216139,"Ceiba comunidad, Puerto Rico",less_than_six_months,0,15
7216440,"Celada comunidad, Puerto Rico",less_than_six_months,0,15
7216526,"Central Aguirre comunidad, Puerto Rico",less_than_six_months,0,15
7217050,"Cerrillos Hoyos comunidad, Puerto Rico",less_than_six_months,0,15
7217773,"Ciales zona urbana, Puerto Rico",less_than_six_months,0,15
7218074,"Cidra zona urbana, Puerto Rico",less_than_six_months,0,22
7218719,"Coamo zona urbana, Puerto Rico",less_than_six_months,0,22
7218891,"Coco comunidad, Puerto Rico",less_than_six_months,0,22
7219665,"Comerío zona urbana, Puerto Rico",less_than_six_months,21,35
7219837,"Comunas comunidad, Puerto Rico",less_than_six_months,0,15
7220310,"Coquí comunidad, Puerto Rico",less_than_six_months,0,15
7220353,"Corazón comunidad, Puerto Rico",less_than_six_months,0,15
7220482,"Corcovado comunidad, Puerto Rico",less_than_six_months,0,15
7220783,"Corozal zona urbana, Puerto Rico",less_than_six_months,0,24
7220998,"Corral Viejo comunidad, Puerto Rico",less_than_six_months,0,15
7221213,"Coto Laurel comunidad, Puerto Rico",less_than_six_months,0,15
7221385,"Coto Norte comunidad, Puerto Rico",less_than_six_months,0,15
7222589,"Culebra zona urbana, Puerto Rico",less_than_six_months,0,15
7223062,"Daguao comunidad, Puerto Rico",less_than_six_months,0,15
7223341,"Del Carmen comunidad, Puerto Rico",less_than_six_months,0,15
7224008,"Dorado zona urbana, Puerto Rico",less_than_six_months,36,46
7224395,"Duque comunidad, Puerto Rico",less_than_six_months,0,15
7224954,"El Combate comunidad, Puerto Rico",less_than_six_months,0,15
7225556,"El Mangó comunidad, Puerto Rico",less_than_six_months,0,15
7225685,"El Negro comunidad, Puerto Rico",less_than_six_months,0,15
7225771,"El Ojo comunidad, Puerto Rico",less_than_six_months,0,15
7225835,"El Paraiso comunidad, Puerto Rico",less_than_six_months,0,15
7226287,"El Tumbao comunidad, Puerto Rico",less_than_six_months,0,15
7226362,"El Veintiséis comunidad, Puerto Rico",less_than_six_months,0,15
7226502,"Emajagua comunidad, Puerto Rico",less_than_six_months,0,15
7227190,"Esperanza comunidad, Puerto Rico",less_than_six_months,0,15
7227263,"Espino comunidad, Puerto Rico",less_than_six_months,0,15
7227964,"Fajardo zona urbana, Puerto Rico",less_than_six_months,18,29
7228367,"Ferrer comunidad, Puerto Rico",less_than_six_months,0,15
7228824,"Florida zona urbana, Puerto Rico",less_than_six_months,0,15
7229555,"Fránquez comunidad, Puerto Rico",less_than_six_months,0,15
7229682,"Frontón comunidad, Puerto Rico",less_than_six_months,0,15
7229727,"Fuig comunidad, Puerto Rico",less_than_six_months,0,15
7229813,"Galateo comunidad, Puerto Rico",less_than_six_months,0,15
7230372,"Garrochales comunidad, Puerto Rico",less_than_six_months,0,15
7230544,"G. L. García comunidad, Puerto Rico",less_than_six_months,0,15
7231189,"Guánica zona urbana, Puerto Rico",less_than_six_months,0,22
7231877,"Guayabal comunidad, Puerto Rico",less_than_six_months,0,15
7232221,"Guayama zona urbana, Puerto Rico",less_than_six_months,31,50
7232307,"Guayanilla zona urbana, Puerto Rico",less_than_six_months,0,15
7232522,"Guaynabo zona urbana, Puerto Rico",less_than_six_months,0,36
7232823,"Gurabo zona urbana, Puerto Rico",less_than_six_months,0,22
7233184,"Hacienda San José comunidad, Puerto Rico",less_than_six_months,0,15
7233296,"Hatillo zona urbana, Puerto Rico",less_than_six_months,0,15
7233597,"Hato Arriba comunidad, Puerto Rico",less_than_six_months,0,15
7233683,"Hato Candal comunidad, Puerto Rico",less_than_six_months,0,15
7234242,"Hato Viejo comunidad, Puerto Rico",less_than_six_months,0,15
7234914,"Honduras comunidad, Puerto Rico",less_than_six_months,0,15
7235059,"Hormigueros zona urbana, Puerto Rico",less_than_six_months,0,24
7235403,"H. Rivera Colón comunidad, Puerto Rico",less_than_six_months,0,15
7235532,"Humacao zona urbana, Puerto Rico",less_than_six_months,0,24
7235962,"Imbéry comunidad, Puerto Rico",less_than_six_months,0,15
7236177,"Indios comunidad, Puerto Rico",less_than_six_months,0,15
7236263,"Ingenio comunidad, Puerto Rico",less_than_six_months,0,15
7236478,"Isabela zona urbana, Puerto Rico",less_than_six_months,0,24
7236779,"Isleta comunidad, Puerto Rico",less_than_six_months,0,15
7237166,"Jagual comunidad, Puerto Rico",less_than_six_months,0,15
7237336,"Jaguas comunidad, Puerto Rico",less_than_six_months,0,15
7238241,"Jauca comunidad, Puerto Rico",less_than_six_months,0,15
7238370,"Jayuya zona urbana, Puerto Rico",less_than_six_months,15,22
7238671,"Jobos comunidad, Puerto Rico",less_than_six_months,0,15
7238972,"Juana Díaz zona urbana, Puerto Rico",less_than_six_months,0,22
7239470,"Juncal comunidad, Puerto Rico",less_than_six_months,0,15
7239574,"Juncos zona urbana, Puerto Rico",less_than_six_months,0,22
7239875,"La Alianza comunidad, Puerto Rico",less_than_six_months,0,15
7240348,"La Dolores comunidad, Puerto Rico",less_than_six_months,0,15
7240563,"La Fermina comunidad, Puerto Rico",less_than_six_months,0,15
7240950,"Lajas zona urbana, Puerto Rico",less_than_six_months,0,15
7241274,"La Liga comunidad, Puerto Rico",less_than_six_months,0,15
7241294,"La Luisa comunidad, Puerto Rico",less_than_six_months,0,15
7241466,"Lamboglia comunidad, Puerto Rico",less_than_six_months,0,15
7241767,"La Parguera comunidad, Puerto Rico",less_than_six_months,0,15
7241810,"La Pica comunidad, Puerto Rico",less_than_six_months,0,15
7242068,"La Playa comunidad, Puerto Rico",less_than_six_months,48,79
7242197,"La Plena comunidad, Puerto Rico",less_than_six_months,0,15
7242498,"Lares zona urbana, Puerto Rico",less_than_six_months,0,22
7242842,"Las Carolinas comunidad, Puerto Rico",less_than_six_months,0,15
7243057,"Las Croabas comunidad, Puerto Rico",less_than_six_months,0,15
7243294,"Las Gaviotas comunidad, Puerto Rico",less_than_six_months,0,15
7243702,"Las Marías comunidad, Puerto Rico",less_than_six_months,0,15
7243788,"Las Marías zona urbana, Puerto Rico",less_than_six_months,0,15
7244003,"Las Ochenta comunidad, Puerto Rico",less_than_six_months,0,15
7244089,"Las Ollas comunidad, Puerto Rico",less_than_six_months,0,15
7244390,"Las Piedras zona urbana, Puerto Rico",less_than_six_months,0,22
7244507,"Lassalle comunidad, Puerto Rico",less_than_six_months,0,15
7245170,"La Yuca comunidad, Puerto Rico",less_than_six_months,0,15
7245379,"Liborio Negrón Torres comunidad, Puerto Rico",less_than_six_months,0,15
7246282,"Lluveras comunidad, Puerto Rico",less_than_six_months,0,15
7246368,"Loíza zona urbana, Puerto Rico",less_than_six_months,0,15
