geoid,name,variable,estimate,moe
7259425,"Parcelas Nuevas comunidad, Puerto Rico",three_or_four_years,0,15
7259440,"Parcelas Peñuelas comunidad, Puerto Rico",three_or_four_years,0,15
7259450,"Parcelas Viejas Borinquen comunidad, Puerto Rico",three_or_four_years,0,15
7260257,"Pastos comunidad, Puerto Rico",three_or_four_years,0,15
7260472,"Patillas zona urbana, Puerto Rico",three_or_four_years,0,15
7260945,"Peña Pobre comunidad, Puerto Rico",three_or_four_years,0,15
7261074,"Peñuelas zona urbana, Puerto Rico",three_or_four_years,0,22
7261545,"Piedra Aguza comunidad, Puerto Rico",three_or_four_years,0,15
7261590,"Piedra Gorda comunidad, Puerto Rico",three_or_four_years,0,15
7261977,"Piñas comunidad, Puerto Rico",three_or_four_years,0,15
7263310,"Playa Fortuna comunidad, Puerto Rico",three_or_four_years,0,15
7263503,"Playita comunidad (Salinas Municipio), Puerto Rico",three_or_four_years,0,15
7263525,"Playita comunidad (Yabucoa Municipio), Puerto Rico",three_or_four_years,0,15
7263568,"Playita Cortada comunidad, Puerto Rico",three_or_four_years,0,15
7263697,"Pole Ojea comunidad, Puerto Rico",three_or_four_years,0,15
7263820,"Ponce zona urbana, Puerto Rico",three_or_four_years,81,79
7264127,"Potala Pastillo comunidad, Puerto Rico",three_or_four_years,0,15
7264400,"Pueblito del Carmen comunidad, Puerto Rico",three_or_four_years,0,15
7264500,"Pueblito del Río comunidad, Puerto Rico",three_or_four_years,0,15
7265589,"Puerto Real comunidad, Puerto Rico",three_or_four_years,0,22
7266492,"Punta Santiago comunidad, Puerto Rico",three_or_four_years,19,31
7266660,"Quebrada comunidad, Puerto Rico",three_or_four_years,0,15
7267200,"Quebrada del Agua comunidad, Puerto Rico",three_or_four_years,0,15
7267675,"Quebrada Prieta comunidad, Puerto Rico",three_or_four_years,0,15
7268040,"Quebradillas zona urbana, Puerto Rico",three_or_four_years,0,22
7268513,"Rafael Capó comunidad, Puerto Rico",three_or_four_years,0,15
7268556,"Rafael González comunidad, Puerto Rico",three_or_four_years,0,15
7268599,"Rafael Hernández comunidad, Puerto Rico",three_or_four_years,0,15
7268771,"Ramos comunidad, Puerto Rico",three_or_four_years,0,15
7269488,"Rincón comunidad, Puerto Rico",three_or_four_years,0,15
7269588,"Rincón zona urbana, Puerto Rico",three_or_four_years,0,15
7270448,"Río Blanco comunidad, Puerto Rico",three_or_four_years,0,15
7270706,"Río Cañas Abajo comunidad, Puerto Rico",three_or_four_years,0,15
7271136,"Río Grande zona urbana, Puerto Rico",three_or_four_years,28,43
7271437,"Río Lajas comunidad, Puerto Rico",three_or_four_years,0,15
7271996,"Rodríguez Hevia comunidad, Puerto Rico",three_or_four_years,0,15
7272555,"Rosa Sánchez comunidad, Puerto Rico",three_or_four_years,0,15
7273200,"Sabana comunidad, Puerto Rico",three_or_four_years,0,15
7273372,"Sabana Eneas comunidad, Puerto Rico",three_or_four_years,0,15
7273544,"Sabana Grande zona urbana, Puerto Rico",three_or_four_years,0,22
7273716,"Sabana Hoyos comunidad, Puerto Rico",three_or_four_years,0,15
7274189,"Sabana Seca comunidad, Puerto Rico",three_or_four_years,0,22
7274877,"Salinas zona urbana, Puerto Rico",three_or_four_years,20,33
7275608,"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",three_or_four_years,0,15
7275694,"San Antonio comunidad (Dorado Municipio), Puerto Rico",three_or_four_years,0,22
7275780,"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",three_or_four_years,0,15
7276167,"San Germán zona urbana, Puerto Rico",three_or_four_years,24,39
7276339,"San Isidro comunidad, Puerto Rico",three_or_four_years,0,22
7276683,"San José comunidad, Puerto Rico",three_or_four_years,0,15
7276770,"San Juan zona urbana, Puerto Rico",three_or_four_years,132,97
7277027,"San Lorenzo zona urbana, Puerto Rico",three_or_four_years,0,22
7277500,"San Sebastián zona urbana, Puerto Rico",three_or_four_years,63,70
7277672,"Santa Bárbara comunidad, Puerto Rico",three_or_four_years,0,15
7277826,"Santa Clara comunidad, Puerto Rico",three_or_four_years,0,15
7278145,"Santa Isabel zona urbana, Puerto Rico",three_or_four_years,0,22
7278317,"Santa María comunidad, Puerto Rico",three_or_four_years,0,15
7279564,"Santo Domingo comunidad, Puerto Rico",three_or_four_years,0,15
7280596,"Stella comunidad, Puerto Rico",three_or_four_years,0,15
7280639,"Suárez comunidad, Puerto Rico",three_or_four_years,0,15
7281413,"Tallaboa comunidad, Puerto Rico",three_or_four_years,0,15
7281456,"Tallaboa Alta comunidad, Puerto Rico",three_or_four_years,0,15
7282055,"Tibes comunidad, Puerto Rico",three_or_four_years,0,15
7282125,"Tiburones comunidad, Puerto Rico",three_or_four_years,0,15
7282187,"Tierras Nuevas Poniente comunidad, Puerto Rico",three_or_four_years,0,15
7282488,"Toa Alta zona urbana, Puerto Rico",three_or_four_years,0,15
7282617,"Toa Baja zona urbana, Puerto Rico",three_or_four_years,0,15
7282692,"Toaville comunidad, Puerto Rico",three_or_four_years,0,15
7282875,"Tomás de Castro comunidad, Puerto Rico",three_or_four_years,0,15
7283606,"Trujillo Alto zona urbana, Puerto Rico",three_or_four_years,69,89
7284509,"Utuado zona urbana, Puerto Rico",three_or_four_years,0,22
7284917,"Valle Hill comunidad, Puerto Rico",three_or_four_years,0,15
7285025,"Vayas comunidad, Puerto Rico",three_or_four_years,0,15
7285111,"Vázquez comunidad, Puerto Rico",three_or_four_years,0,15
7285197,"Vega Alta zona urbana, Puerto Rico",three_or_four_years,21,33
7285326,"Vega Baja zona urbana, Puerto Rico",three_or_four_years,0,29
7285971,"Vieques comunidad, Puerto Rico",three_or_four_years,0,15
7286014,"Vieques zona urbana, Puerto Rico",three_or_four_years,0,15
7286250,"Villa Calma comunidad, Puerto Rico",three_or_four_years,0,15
7286509,"Villa de Sabana comunidad, Puerto Rico",three_or_four_years,0,15
7286584,"Villa Esperanza comunidad, Puerto Rico",three_or_four_years,0,15
7286788,"Villa Hugo I comunidad, Puerto Rico",three_or_four_years,0,15
7286796,"Villa Hugo II comunidad, Puerto Rico",three_or_four_years,0,15
7286831,"Villalba zona urbana, Puerto Rico",three_or_four_years,19,24
7287240,"Villa Quintero comunidad, Puerto Rico",three_or_four_years,0,15
7287272,"Villas del Sol comunidad, Puerto Rico",three_or_four_years,0,15
7287282,"Villa Sin Miedo comunidad, Puerto Rico",three_or_four_years,0,15
7287638,"Voladoras comunidad, Puerto Rico",three_or_four_years,0,15
7287863,"Yabucoa zona urbana, Puerto Rico",three_or_four_years,0,22
7288035,"Yauco zona urbana, Puerto Rico",three_or_four_years,23,26
7288121,"Yaurel comunidad, Puerto Rico",three_or_four_years,0,15
7288293,"Yeguada comunidad, Puerto Rico",three_or_four_years,0,15
7200186,"Aceitunas comunidad, Puerto Rico",five_plus_years,0,15
7200358,"Adjuntas zona urbana, Puerto Rico",five_plus_years,0,15
7200616,"Aguada zona urbana, Puerto Rico",five_plus_years,0,15
7200745,"Aguadilla zona urbana, Puerto Rico",five_plus_years,9,14
7200874,"Aguas Buenas zona urbana, Puerto Rico",five_plus_years,16,25
7201003,"Aguas Claras comunidad, Puerto Rico",five_plus_years,25,38
7201089,"Aguilita comunidad, Puerto Rico",five_plus_years,0,15
7201218,"Aibonito zona urbana, Puerto Rico",five_plus_years,32,39
7201863,"Alianza comunidad, Puerto Rico",five_plus_years,26,40
7202680,"Añasco zona urbana, Puerto Rico",five_plus_years,10,15
7203024,"Animas comunidad, Puerto Rico",five_plus_years,0,15
7203174,"Anon Raices comunidad, Puerto Rico",five_plus_years,0,15
7203196,"Antón Ruíz comunidad, Puerto Rico",five_plus_years,0,15
7203368,"Arecibo zona urbana, Puerto Rico",five_plus_years,39,38
7203927,"Arroyo zona urbana, Puerto Rico",five_plus_years,21,35
7204620,"Bairoa La Veinticinco comunidad, Puerto Rico",five_plus_years,0,15
7204658,"Bajadero comunidad, Puerto Rico",five_plus_years,0,15
7204701,"Bajandas comunidad, Puerto Rico",five_plus_years,0,15
7205217,"Barahona comunidad, Puerto Rico",five_plus_years,0,15
7205346,"Barceloneta zona urbana, Puerto Rico",five_plus_years,10,17
7205690,"Barranquitas zona urbana, Puerto Rico",five_plus_years,0,15
7206421,"Bartolo comunidad, Puerto Rico",five_plus_years,0,15
7206593,"Bayamón zona urbana, Puerto Rico",five_plus_years,526,207
7206679,"Bayamón comunidad, Puerto Rico",five_plus_years,0,15
7207496,"Benítez comunidad, Puerto Rico",five_plus_years,0,15
7207668,"Betances comunidad, Puerto Rico",five_plus_years,0,15
7207969,"Boquerón comunidad (Cabo Rojo Municipio), Puerto Rico",five_plus_years,0,15
7208099,"Boquerón comunidad (Las Piedras Municipio), Puerto Rico",five_plus_years,35,58
7208700,"Breñas comunidad, Puerto Rico",five_plus_years,0,15
7208722,"Brisas del Campanero comunidad, Puerto Rico",five_plus_years,44,69
7209087,"Buena Vista comunidad (Arroyo Municipio), Puerto Rico",five_plus_years,0,15
7209250,"Buena Vista comunidad (Humacao Municipio), Puerto Rico",five_plus_years,0,15
7209603,"Búfalo comunidad, Puerto Rico",five_plus_years,0,15
7209689,"Cabán comunidad, Puerto Rico",five_plus_years,22,35
7209861,"Cabo Rojo zona urbana, Puerto Rico",five_plus_years,0,22
7210048,"Cacao comunidad, Puerto Rico",five_plus_years,0,15
7210334,"Caguas zona urbana, Puerto Rico",five_plus_years,327,227
7211151,"Calzada comunidad, Puerto Rico",five_plus_years,0,15
7211345,"Cambalache comunidad, Puerto Rico",five_plus_years,0,15
7211581,"Campanilla comunidad, Puerto Rico",five_plus_years,25,28
7211597,"Campanillas comunidad, Puerto Rico",five_plus_years,0,15
7211710,"Campo Rico comunidad, Puerto Rico",five_plus_years,40,63
7211925,"Camuy zona urbana, Puerto Rico",five_plus_years,0,15
7212441,"Candelaria comunidad, Puerto Rico",five_plus_years,57,56
7212560,"Candelaria Arenas comunidad, Puerto Rico",five_plus_years,48,56
7212568,"Candelero Abajo comunidad, Puerto Rico",five_plus_years,0,15
7212613,"Candelero Arriba comunidad, Puerto Rico",five_plus_years,0,15
7212806,"Caño Martin Peña comunidad, Puerto Rico",five_plus_years,60,50
7212828,"Canóvanas zona urbana, Puerto Rico",five_plus_years,48,63
7213065,"Canovanillas comunidad, Puerto Rico",five_plus_years,0,15
7213925,"Capitanejo comunidad, Puerto Rico",five_plus_years,0,15
7214290,"Carolina zona urbana, Puerto Rico",five_plus_years,603,274
7214634,"Carrizales comunidad, Puerto Rico",five_plus_years,0,15
7215193,"Cataño zona urbana, Puerto Rico",five_plus_years,26,28
7215494,"Cayey zona urbana, Puerto Rico",five_plus_years,29,37
7215623,"Cayuco comunidad, Puerto Rico",five_plus_years,36,59
7215924,"Ceiba zona urbana, Puerto Rico",five_plus_years,35,53
7216139,"Ceiba comunidad, Puerto Rico",five_plus_years,42,73
7216440,"Celada comunidad, Puerto Rico",five_plus_years,68,79
7216526,"Central Aguirre comunidad, Puerto Rico",five_plus_years,0,15
7217050,"Cerrillos Hoyos comunidad, Puerto Rico",five_plus_years,0,15
7217773,"Ciales zona urbana, Puerto Rico",five_plus_years,0,15
7218074,"Cidra zona urbana, Puerto Rico",five_plus_years,12,19
7218719,"Coamo zona urbana, Puerto Rico",five_plus_years,0,22
7218891,"Coco comunidad, Puerto Rico",five_plus_years,27,45
7219665,"Comerío zona urbana, Puerto Rico",five_plus_years,15,24
7219837,"Comunas comunidad, Puerto Rico",five_plus_years,0,15
7220310,"Coquí comunidad, Puerto Rico",five_plus_years,0,15
7220353,"Corazón comunidad, Puerto Rico",five_plus_years,0,15
7220482,"Corcovado comunidad, Puerto Rico",five_plus_years,112,137
7220783,"Corozal zona urbana, Puerto Rico",five_plus_years,86,82
7220998,"Corral Viejo comunidad, Puerto Rico",five_plus_years,0,15
7221213,"Coto Laurel comunidad, Puerto Rico",five_plus_years,0,15
7221385,"Coto Norte comunidad, Puerto Rico",five_plus_years,0,15
7222589,"Culebra zona urbana, Puerto Rico",five_plus_years,0,15
7223062,"Daguao comunidad, Puerto Rico",five_plus_years,71,106
7223341,"Del Carmen comunidad, Puerto Rico",five_plus_years,0,15
7224008,"Dorado zona urbana, Puerto Rico",five_plus_years,38,44
7224395,"Duque comunidad, Puerto Rico",five_plus_years,0,15
7224954,"El Combate comunidad, Puerto Rico",five_plus_years,0,15
7225556,"El Mangó comunidad, Puerto Rico",five_plus_years,0,15
7225685,"El Negro comunidad, Puerto Rico",five_plus_years,0,15
7225771,"El Ojo comunidad, Puerto Rico",five_plus_years,0,15
7225835,"El Paraiso comunidad, Puerto Rico",five_plus_years,0,15
7226287,"El Tumbao comunidad, Puerto Rico",five_plus_years,0,15
7226362,"El Veintiséis comunidad, Puerto Rico",five_plus_years,0,15
7226502,"Emajagua comunidad, Puerto Rico",five_plus_years,17,30
7227190,"Esperanza comunidad, Puerto Rico",five_plus_years,0,15
7227263,"Espino comunidad, Puerto Rico",five_plus_years,0,15
7227964,"Fajardo zona urbana, Puerto Rico",five_plus_years,79,73
7228367,"Ferrer comunidad, Puerto Rico",five_plus_years,0,15
7228824,"Florida zona urbana, Puerto Rico",five_plus_years,0,15
7229555,"Fránquez comunidad, Puerto Rico",five_plus_years,0,15
7229682,"Frontón comunidad, Puerto Rico",five_plus_years,44,73
7229727,"Fuig comunidad, Puerto Rico",five_plus_years,0,15
7229813,"Galateo comunidad, Puerto Rico",five_plus_years,0,15
7230372,"Garrochales comunidad, Puerto Rico",five_plus_years,18,30
7230544,"G. L. García comunidad, Puerto Rico",five_plus_years,0,15
7231189,"Guánica zona urbana, Puerto Rico",five_plus_years,73,63
7231877,"Guayabal comunidad, Puerto Rico",five_plus_years,0,15
7232221,"Guayama zona urbana, Puerto Rico",five_plus_years,33,53
7232307,"Guayanilla zona urbana, Puerto Rico",five_plus_years,0,15
7232522,"Guaynabo zona urbana, Puerto Rico",five_plus_years,119,80
7232823,"Gurabo zona urbana, Puerto Rico",five_plus_years,34,44
7233184,"Hacienda San José comunidad, Puerto Rico",five_plus_years,0,15
7233296,"Hatillo zona urbana, Puerto Rico",five_plus_years,46,59
7233597,"Hato Arriba comunidad, Puerto Rico",five_plus_years,0,15
7233683,"Hato Candal comunidad, Puerto Rico",five_plus_years,0,15
7234242,"Hato Viejo comunidad, Puerto Rico",five_plus_years,0,15
7234914,"Honduras comunidad, Puerto Rico",five_plus_years,0,15
7235059,"Hormigueros zona urbana, Puerto Rico",five_plus_years,54,85
7235403,"H. Rivera Colón comunidad, Puerto Rico",five_plus_years,0,15
7235532,"Humacao zona urbana, Puerto Rico",five_plus_years,175,167
7235962,"Imbéry comunidad, Puerto Rico",five_plus_years,32,54
7236177,"Indios comunidad, Puerto Rico",five_plus_years,28,46
7236263,"Ingenio comunidad, Puerto Rico",five_plus_years,40,46
7236478,"Isabela zona urbana, Puerto Rico",five_plus_years,9,14
7236779,"Isleta comunidad, Puerto Rico",five_plus_years,0,15
7237166,"Jagual comunidad, Puerto Rico",five_plus_years,0,15
7237336,"Jaguas comunidad, Puerto Rico",five_plus_years,0,15
7238241,"Jauca comunidad, Puerto Rico",five_plus_years,0,15
7238370,"Jayuya zona urbana, Puerto Rico",five_plus_years,16,27
7238671,"Jobos comunidad, Puerto Rico",five_plus_years,0,15
7238972,"Juana Díaz zona urbana, Puerto Rico",five_plus_years,11,17
7239470,"Juncal comunidad, Puerto Rico",five_plus_years,0,15
7239574,"Juncos zona urbana, Puerto Rico",five_plus_years,47,59
7239875,"La Alianza comunidad, Puerto Rico",five_plus_years,0,15
7240348,"La Dolores comunidad, Puerto Rico",five_plus_years,0,15
7240563,"La Fermina comunidad, Puerto Rico",five_plus_years,35,52
7240950,"Lajas zona urbana, Puerto Rico",five_plus_years,0,15
7241274,"La Liga comunidad, Puerto Rico",five_plus_years,0,15
7241294,"La Luisa comunidad, Puerto Rico",five_plus_years,0,15
7241466,"Lamboglia comunidad, Puerto Rico",five_plus_years,0,15
7241767,"La Parguera comunidad, Puerto Rico",five_plus_years,34,53
7241810,"La Pica comunidad, Puerto Rico",five_plus_years,0,15
7242068,"La Playa comunidad, Puerto Rico",five_plus_years,20,32
7242197,"La Plena comunidad, Puerto Rico",five_plus_years,0,15
7242498,"Lares zona urbana, Puerto Rico",five_plus_years,12,19
7242842,"Las Carolinas comunidad, Puerto Rico",five_plus_years,0,15
7243057,"Las Croabas comunidad, Puerto Rico",five_plus_years,0,15
7243294,"Las Gaviotas comunidad, Puerto Rico",five_plus_years,18,30
7243702,"Las Marías comunidad, Puerto Rico",five_plus_years,0,15
7243788,"Las Marías zona urbana, Puerto Rico",five_plus_years,0,15
7244003,"Las Ochenta comunidad, Puerto Rico",five_plus_years,9,14
7244089,"Las Ollas comunidad, Puerto Rico",five_plus_years,0,15
7244390,"Las Piedras zona urbana, Puerto Rico",five_plus_years,0,22
7244507,"Lassalle comunidad, Puerto Rico",five_plus_years,0,15
7245170,"La Yuca comunidad, Puerto Rico",five_plus_years,0,15
7245379,"Liborio Negrón Torres comunidad, Puerto Rico",five_plus_years,0,15
7246282,"Lluveras comunidad, Puerto Rico",five_plus_years,0,15
7246368,"Loíza zona urbana, Puerto Rico",five_plus_years,0,15
7246626,"Lomas comunidad, Puerto Rico",five_plus_years,0,15
7246800,"Lomas Verdes comunidad, Puerto Rico",five_plus_years,0,15
7246960,"Los Héroes comunidad, Puerto Rico",five_plus_years,0,15
7247013,"Los Llanos comunidad, Puerto Rico",five_plus_years,0,15
7247336,"Los Panes comunidad, Puerto Rico",five_plus_years,0,15
7247422,"Los Prados comunidad, Puerto Rico",five_plus_years,0,15
7247615,"Luis Lloréns Torres comunidad, Puerto Rico",five_plus_years,0,15
7247701,"Luis M. Cintrón comunidad, Puerto Rico",five_plus_years,0,15
7247787,"Luquillo zona urbana, Puerto Rico",five_plus_years,18,28
7247873,"Luyando comunidad, Puerto Rico",five_plus_years,0,15
7248604,"Magas Arriba comunidad, Puerto Rico",five_plus_years,0,15
7248862,"Maguayo comunidad, Puerto Rico",five_plus_years,0,15
7250152,"Manatí zona urbana, Puerto Rico",five_plus_years,11,18
7250260,"Mansión del Mar comunidad, Puerto Rico",five_plus_years,166,104
7250270,"Mansión del Sol comunidad, Puerto Rico",five_plus_years,0,15
7250754,"María Antonia comunidad, Puerto Rico",five_plus_years,0,15
7251055,"Mariano Colón comunidad, Puerto Rico",five_plus_years,0,15
7251270,"Maricao zona urbana, Puerto Rico",five_plus_years,0,15
7251657,"Martorell comunidad, Puerto Rico",five_plus_years,0,15
7251700,"Marueño comunidad, Puerto Rico",five_plus_years,0,15
7252345,"Maunabo zona urbana, Puerto Rico",five_plus_years,0,15
7252431,"Mayagüez zona urbana, Puerto Rico",five_plus_years,165,103
7253678,"Miranda comunidad, Puerto Rico",five_plus_years,0,15
7253807,"Moca zona urbana, Puerto Rico",five_plus_years,0,15
7253979,"Monserrate comunidad, Puerto Rico",five_plus_years,37,59
7254366,"Monte Grande comunidad, Puerto Rico",five_plus_years,0,15
7254688,"Monte Verde comunidad, Puerto Rico",five_plus_years,0,15
7254882,"Mora comunidad, Puerto Rico",five_plus_years,0,15
7255097,"Morovis zona urbana, Puerto Rico",five_plus_years,0,15
7255355,"Mucarabones comunidad, Puerto Rico",five_plus_years,0,15
7255828,"Naguabo zona urbana, Puerto Rico",five_plus_years,0,15
7256129,"Naranjito zona urbana, Puerto Rico",five_plus_years,0,15
7257075,"Olimpo comunidad, Puerto Rico",five_plus_years,0,15
7257290,"Orocovis zona urbana, Puerto Rico",five_plus_years,0,15
7257612,"Pabellones comunidad, Puerto Rico",five_plus_years,0,15
7257806,"Pájaros comunidad, Puerto Rico",five_plus_years,68,106
7257862,"Pajonal comunidad, Puerto Rico",five_plus_years,0,15
7257978,"Palmarejo comunidad (Coamo Municipio), Puerto Rico",five_plus_years,0,15
7258064,"Palmarejo comunidad (Corozal Municipio), Puerto Rico",five_plus_years,29,44
7258150,"Palmarejo comunidad (Lajas Municipio), Puerto Rico",five_plus_years,0,15
7258365,"Palmas comunidad, Puerto Rico",five_plus_years,0,15
7258602,"Palmas del Mar comunidad, Puerto Rico",five_plus_years,0,15
7258613,"Palma Sola comunidad, Puerto Rico",five_plus_years,0,15
7258666,"Palmer comunidad, Puerto Rico",five_plus_years,0,15
7258967,"Palomas comunidad (Comerío Municipio), Puerto Rico",five_plus_years,0,15
7259053,"Palomas comunidad (Yauco Municipio), Puerto Rico",five_plus_years,0,15
7259139,"Palo Seco comunidad, Puerto Rico",five_plus_years,0,15
7259386,"Parcelas de Navarro comunidad, Puerto Rico",five_plus_years,0,15
7259420,"Parcelas La Milagrosa comunidad, Puerto Rico",five_plus_years,0,15
7259422,"Parcelas Mandry comunidad, Puerto Rico",five_plus_years,0,15
7259425,"Parcelas Nuevas comunidad, Puerto Rico",five_plus_years,0,15
7259440,"Parcelas Peñuelas comunidad, Puerto Rico",five_plus_years,0,15
7259450,"Parcelas Viejas Borinquen comunidad, Puerto Rico",five_plus_years,0,15
7260257,"Pastos comunidad, Puerto Rico",five_plus_years,0,15
7260472,"Patillas zona urbana, Puerto Rico",five_plus_years,18,29
7260945,"Peña Pobre comunidad, Puerto Rico",five_plus_years,40,65
7261074,"Peñuelas zona urbana, Puerto Rico",five_plus_years,13,14
7261545,"Piedra Aguza comunidad, Puerto Rico",five_plus_years,0,15
7261590,"Piedra Gorda comunidad, Puerto Rico",five_plus_years,0,15
7261977,"Piñas comunidad, Puerto Rico",five_plus_years,0,15
7263310,"Playa Fortuna comunidad, Puerto Rico",five_plus_years,0,15
7263503,"Playita comunidad (Salinas Municipio), Puerto Rico",five_plus_years,10,16
7263525,"Playita comunidad (Yabucoa Municipio), Puerto Rico",five_plus_years,0,15
7263568,"Playita Cortada comunidad, Puerto Rico",five_plus_years,0,15
7263697,"Pole Ojea comunidad, Puerto Rico",five_plus_years,66,96
7263820,"Ponce zona urbana, Puerto Rico",five_plus_years,213,104
7264127,"Potala Pastillo comunidad, Puerto Rico",five_plus_years,0,15
7264400,"Pueblito del Carmen comunidad, Puerto Rico",five_plus_years,0,15
7264500,"Pueblito del Río comunidad, Puerto Rico",five_plus_years,0,15
7265589,"Puerto Real comunidad, Puerto Rico",five_plus_years,39,63
7266492,"Punta Santiago comunidad, Puerto Rico",five_plus_years,30,47
7266660,"Quebrada comunidad, Puerto Rico",five_plus_years,0,15
7267200,"Quebrada del Agua comunidad, Puerto Rico",five_plus_years,0,15
7267675,"Quebrada Prieta comunidad, Puerto Rico",five_plus_years,0,15
7268040,"Quebradillas zona urbana, Puerto Rico",five_plus_years,0,22
7268513,"Rafael Capó comunidad, Puerto Rico",five_plus_years,0,15
7268556,"Rafael González comunidad, Puerto Rico",five_plus_years,0,15
7268599,"Rafael Hernández comunidad, Puerto Rico",five_plus_years,0,15
7268771,"Ramos comunidad, Puerto Rico",five_plus_years,0,15
7269488,"Rincón comunidad, Puerto Rico",five_plus_years,0,15
7269588,"Rincón zona urbana, Puerto Rico",five_plus_years,0,15
7270448,"Río Blanco comunidad, Puerto Rico",five_plus_years,0,15
7270706,"Río Cañas Abajo comunidad, Puerto Rico",five_plus_years,0,15
7271136,"Río Grande zona urbana, Puerto Rico",five_plus_years,121,144
7271437,"Río Lajas comunidad, Puerto Rico",five_plus_years,0,15
7271996,"Rodríguez Hevia comunidad, Puerto Rico",five_plus_years,0,15
7272555,"Rosa Sánchez comunidad, Puerto Rico",five_plus_years,0,15
7273200,"Sabana comunidad, Puerto Rico",five_plus_years,0,15
7273372,"Sabana Eneas comunidad, Puerto Rico",five_plus_years,65,101
7273544,"Sabana Grande zona urbana, Puerto Rico",five_plus_years,77,64
7273716,"Sabana Hoyos comunidad, Puerto Rico",five_plus_years,0,15
7274189,"Sabana Seca comunidad, Puerto Rico",five_plus_years,120,133
7274877,"Salinas zona urbana, Puerto Rico",five_plus_years,27,30
7275608,"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",five_plus_years,0,15
7275694,"San Antonio comunidad (Dorado Municipio), Puerto Rico",five_plus_years,0,22
7275780,"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",five_plus_years,0,15
7276167,"San Germán zona urbana, Puerto Rico",five_plus_years,25,41
7276339,"San Isidro comunidad, Puerto Rico",five_plus_years,31,37
7276683,"San José comunidad, Puerto Rico",five_plus_years,29,33
7276770,"San Juan zona urbana, Puerto Rico",five_plus_years,965,270
7277027,"San Lorenzo zona urbana, Puerto Rico",five_plus_years,9,15
7277500,"San Sebastián zona urbana, Puerto Rico",five_plus_years,44,53
7277672,"Santa Bárbara comunidad, Puerto Rico",five_plus_years,40,65
7277826,"Santa Clara comunidad, Puerto Rico",five_plus_years,0,15
7278145,"Santa Isabel zona urbana, Puerto Rico",five_plus_years,0,22
7278317,"Santa María comunidad, Puerto Rico",five_plus_years,0,15
7279564,"Santo Domingo comunidad, Puerto Rico",five_plus_years,0,15
7280596,"Stella comunidad, Puerto Rico",five_plus_years,0,15
7280639,"Suárez comunidad, Puerto Rico",five_plus_years,0,15
7281413,"Tallaboa comunidad, Puerto Rico",five_plus_years,0,15
7281456,"Tallaboa Alta comunidad, Puerto Rico",five_plus_years,18,28
7282055,"Tibes comunidad, Puerto Rico",five_plus_years,0,15
7282125,"Tiburones comunidad, Puerto Rico",five_plus_years,0,15
7282187,"Tierras Nuevas Poniente comunidad, Puerto Rico",five_plus_years,30,49
7282488,"Toa Alta zona urbana, Puerto Rico",five_plus_years,0,15
7282617,"Toa Baja zona urbana, Puerto Rico",five_plus_years,10,15
7282692,"Toaville comunidad, Puerto Rico",five_plus_years,0,15
7282875,"Tomás de Castro comunidad, Puerto Rico",five_plus_years,0,15
7283606,"Trujillo Alto zona urbana, Puerto Rico",five_plus_years,146,73
7284509,"Utuado zona urbana, Puerto Rico",five_plus_years,35,45
7284917,"Valle Hill comunidad, Puerto Rico",five_plus_years,0,15
7285025,"Vayas comunidad, Puerto Rico",five_plus_years,0,15
7285111,"Vázquez comunidad, Puerto Rico",five_plus_years,0,15
7285197,"Vega Alta zona urbana, Puerto Rico",five_plus_years,119,106
7285326,"Vega Baja zona urbana, Puerto Rico",five_plus_years,42,49
7285971,"Vieques comunidad, Puerto Rico",five_plus_years,75,70
7286014,"Vieques zona urbana, Puerto Rico",five_plus_years,0,15
7286250,"Villa Calma comunidad, Puerto Rico",five_plus_years,39,61
7286509,"Villa de Sabana comunidad, Puerto Rico",five_plus_years,0,15
7286584,"Villa Esperanza comunidad, Puerto Rico",five_plus_years,0,15
7286788,"Villa Hugo I comunidad, Puerto Rico",five_plus_years,38,45
7286796,"Villa Hugo II comunidad, Puerto Rico",five_plus_years,0,15
7286831,"Villalba zona urbana, Puerto Rico",five_plus_years,19,22
7287240,"Villa Quintero comunidad, Puerto Rico",five_plus_years,0,15
7287272,"Villas del Sol comunidad, Puerto Rico",five_plus_years,0,15
7287282,"Villa Sin Miedo comunidad, Puerto Rico",five_plus_years,0,15
7287638,"Voladoras comunidad, Puerto Rico",five_plus_years,0,15
7287863,"Yabucoa zona urbana, Puerto Rico",five_plus_years,34,32
7288035,"Yauco zona urbana, Puerto Rico",five_plus_years,22,25
7288121,"Yaurel comunidad, Puerto Rico",five_plus_years,0,15
7288293,"Yeguada comunidad, Puerto Rico",five_plus_years,0,15
7200186,"Aceitunas comunidad, Puerto Rico",not_responsible,43,69
7200358,"Adjuntas zona urbana, Puerto Rico",not_responsible,87,65
7200616,"Aguada zona urbana, Puerto Rico",not_responsible,6,9
7200745,"Aguadilla zona urbana, Puerto Rico",not_responsible,188,116
7200874,"Aguas Buenas zona urbana, Puerto Rico",not_responsible,0,15
7201003,"Aguas Claras comunidad, Puerto Rico",not_responsible,97,83
7201089,"Aguilita comunidad, Puerto Rico",not_responsible,0,15
