geoid,area,pct_responsible,pct_responsible_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,acs_period
13,Georgia,35.19075361774103,0.9526681743945687,34.23808544334646,36.1434217921356,2020-2024
1,United States,31.38653618661665,0.22192274350186592,31.16461344311478,31.608458930118516,2020-2024
