geoid,name,metric,reason
13263,"Talbot County, Georgia",pct_responsible_exclusion,Retained
13263,"Talbot County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13263,"Talbot County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Unavailable MOE or zero percentage
13263,"Talbot County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13263,"Talbot County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Unavailable MOE or zero percentage
13263,"Talbot County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13177,"Lee County, Georgia",pct_responsible_exclusion,Retained
13177,"Lee County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13177,"Lee County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13177,"Lee County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13177,"Lee County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13177,"Lee County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13267,"Tattnall County, Georgia",pct_responsible_exclusion,Retained
13267,"Tattnall County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13267,"Tattnall County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13267,"Tattnall County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13267,"Tattnall County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13267,"Tattnall County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13195,"Madison County, Georgia",pct_responsible_exclusion,Retained
13195,"Madison County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13195,"Madison County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13195,"Madison County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13195,"Madison County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13195,"Madison County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13209,"Montgomery County, Georgia",pct_responsible_exclusion,Retained
13209,"Montgomery County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13209,"Montgomery County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Unavailable MOE or zero percentage
13209,"Montgomery County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Retained
13209,"Montgomery County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13209,"Montgomery County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13103,"Effingham County, Georgia",pct_responsible_exclusion,Retained
13103,"Effingham County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13103,"Effingham County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13103,"Effingham County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13103,"Effingham County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13103,"Effingham County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13031,"Bulloch County, Georgia",pct_responsible_exclusion,Retained
13031,"Bulloch County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13031,"Bulloch County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13031,"Bulloch County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13031,"Bulloch County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13031,"Bulloch County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13291,"Union County, Georgia",pct_responsible_exclusion,Retained
13291,"Union County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13291,"Union County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13291,"Union County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13291,"Union County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13291,"Union County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13279,"Toombs County, Georgia",pct_responsible_exclusion,Retained
13279,"Toombs County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13279,"Toombs County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13279,"Toombs County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13279,"Toombs County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13279,"Toombs County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13095,"Dougherty County, Georgia",pct_responsible_exclusion,Retained
13095,"Dougherty County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13095,"Dougherty County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13095,"Dougherty County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13095,"Dougherty County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Retained
13095,"Dougherty County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13299,"Ware County, Georgia",pct_responsible_exclusion,Retained
13299,"Ware County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13299,"Ware County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13299,"Ware County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13299,"Ware County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13299,"Ware County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13069,"Coffee County, Georgia",pct_responsible_exclusion,Retained
13069,"Coffee County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13069,"Coffee County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13069,"Coffee County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13069,"Coffee County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13069,"Coffee County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13127,"Glynn County, Georgia",pct_responsible_exclusion,Retained
13127,"Glynn County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13127,"Glynn County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13127,"Glynn County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13127,"Glynn County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13127,"Glynn County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13001,"Appling County, Georgia",pct_responsible_exclusion,Retained
13001,"Appling County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13001,"Appling County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13001,"Appling County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13001,"Appling County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13001,"Appling County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13055,"Chattooga County, Georgia",pct_responsible_exclusion,Retained
13055,"Chattooga County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13055,"Chattooga County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13055,"Chattooga County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13055,"Chattooga County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13055,"Chattooga County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13285,"Troup County, Georgia",pct_responsible_exclusion,Retained
13285,"Troup County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13285,"Troup County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13285,"Troup County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13285,"Troup County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13285,"Troup County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13199,"Meriwether County, Georgia",pct_responsible_exclusion,Retained
13199,"Meriwether County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13199,"Meriwether County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13199,"Meriwether County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Retained
13199,"Meriwether County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13199,"Meriwether County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13295,"Walker County, Georgia",pct_responsible_exclusion,Retained
13295,"Walker County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13295,"Walker County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13295,"Walker County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13295,"Walker County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13295,"Walker County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13017,"Ben Hill County, Georgia",pct_responsible_exclusion,Retained
13017,"Ben Hill County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13017,"Ben Hill County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Unavailable MOE or zero percentage
13017,"Ben Hill County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13017,"Ben Hill County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13017,"Ben Hill County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13213,"Murray County, Georgia",pct_responsible_exclusion,Retained
13213,"Murray County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13213,"Murray County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13213,"Murray County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13213,"Murray County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Retained
13213,"Murray County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13179,"Liberty County, Georgia",pct_responsible_exclusion,Retained
13179,"Liberty County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13179,"Liberty County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13179,"Liberty County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13179,"Liberty County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13179,"Liberty County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13047,"Catoosa County, Georgia",pct_responsible_exclusion,Retained
13047,"Catoosa County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13047,"Catoosa County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13047,"Catoosa County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13047,"Catoosa County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13047,"Catoosa County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13215,"Muscogee County, Georgia",pct_responsible_exclusion,Retained
13215,"Muscogee County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13215,"Muscogee County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13215,"Muscogee County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Retained
13215,"Muscogee County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Retained
13215,"Muscogee County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13077,"Coweta County, Georgia",pct_responsible_exclusion,Retained
13077,"Coweta County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13077,"Coweta County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13077,"Coweta County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13077,"Coweta County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13077,"Coweta County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13233,"Polk County, Georgia",pct_responsible_exclusion,Retained
13233,"Polk County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13233,"Polk County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13233,"Polk County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13233,"Polk County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13233,"Polk County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13137,"Habersham County, Georgia",pct_responsible_exclusion,Retained
13137,"Habersham County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13137,"Habersham County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13137,"Habersham County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13137,"Habersham County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13137,"Habersham County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13051,"Chatham County, Georgia",pct_responsible_exclusion,Retained
13051,"Chatham County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13051,"Chatham County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13051,"Chatham County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13051,"Chatham County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Retained
13051,"Chatham County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13255,"Spalding County, Georgia",pct_responsible_exclusion,Retained
13255,"Spalding County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13255,"Spalding County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13255,"Spalding County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13255,"Spalding County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13255,"Spalding County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13261,"Sumter County, Georgia",pct_responsible_exclusion,Retained
13261,"Sumter County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13261,"Sumter County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Unavailable MOE or zero percentage
13261,"Sumter County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13261,"Sumter County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13261,"Sumter County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13313,"Whitfield County, Georgia",pct_responsible_exclusion,Retained
13313,"Whitfield County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13313,"Whitfield County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13313,"Whitfield County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Retained
13313,"Whitfield County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13313,"Whitfield County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13129,"Gordon County, Georgia",pct_responsible_exclusion,Retained
13129,"Gordon County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13129,"Gordon County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13129,"Gordon County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13129,"Gordon County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13129,"Gordon County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13021,"Bibb County, Georgia",pct_responsible_exclusion,Retained
13021,"Bibb County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13021,"Bibb County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13021,"Bibb County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13021,"Bibb County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Retained
13021,"Bibb County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13277,"Tift County, Georgia",pct_responsible_exclusion,Retained
13277,"Tift County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13277,"Tift County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13277,"Tift County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13277,"Tift County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13277,"Tift County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13071,"Colquitt County, Georgia",pct_responsible_exclusion,Retained
13071,"Colquitt County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13071,"Colquitt County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13071,"Colquitt County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13071,"Colquitt County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13071,"Colquitt County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13245,"Richmond County, Georgia",pct_responsible_exclusion,Retained
13245,"Richmond County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13245,"Richmond County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13245,"Richmond County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13245,"Richmond County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13245,"Richmond County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13029,"Bryan County, Georgia",pct_responsible_exclusion,Retained
13029,"Bryan County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13029,"Bryan County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Unavailable MOE or zero percentage
13029,"Bryan County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13029,"Bryan County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13029,"Bryan County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13035,"Butts County, Georgia",pct_responsible_exclusion,Retained
13035,"Butts County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Unavailable MOE or zero percentage
13035,"Butts County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13035,"Butts County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13035,"Butts County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13035,"Butts County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Percentage MOE exceeds 50% of estimate
13187,"Lumpkin County, Georgia",pct_responsible_exclusion,Retained
13187,"Lumpkin County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13187,"Lumpkin County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Percentage MOE exceeds 50% of estimate
13187,"Lumpkin County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13187,"Lumpkin County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13187,"Lumpkin County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
13257,"Stephens County, Georgia",pct_responsible_exclusion,Retained
13257,"Stephens County, Georgia",percent_responsible_grandparents_less_than_six_months_exclusion,Percentage MOE exceeds 50% of estimate
13257,"Stephens County, Georgia",percent_responsible_grandparents_six_to_eleven_months_exclusion,Unavailable MOE or zero percentage
13257,"Stephens County, Georgia",percent_responsible_grandparents_one_or_two_years_exclusion,Percentage MOE exceeds 50% of estimate
13257,"Stephens County, Georgia",percent_responsible_grandparents_three_or_four_years_exclusion,Percentage MOE exceeds 50% of estimate
13257,"Stephens County, Georgia",percent_responsible_grandparents_five_plus_years_exclusion,Retained
